business_id,business_id_raw,name,province,city,street_address,postal_code,post_office,coordinates,postal_address,postal_address_code,postal_address_post_offoce,postal_address_country,postal_address_country_code,company_form,established_date,main_line_of_business_code,main_line_of_business,main_line_of_business_category
27870495,2787049-5,Te?ted Oy,Keski-Suomen maakunta,Jyväskylä,Mattilanniemi 6,40100,JYVÄSKYLÄ,"(62.2333, 25.73843)",Mattilanniemi 6,40100,JYVÄSKYLÄ,Suomi,FIN,Osakeyhtiö,2016-10-06,32501,Manufacture of Medical and Dental Instruments (excluding Dental Prostheses),Pharmaceutical Industry Equipment and Supplies
28499544,2849954-4,Biocode Oy,Uudenmaan maakunta,Vantaa,Urheilutie 6,01370,VANTAA,"(60.296859, 25.05805)",Urheilutie 6,01370,VANTAA,Suomi,FIN,Osakeyhtiö,2017-08-16,62010,Software Design and Development,"IT Consulting, IT Services"
31620309,3162030-9,Alzymologist Oy,Pohjois-Savon maakunta,Kuopio,Satulasepänkatu 3,70700,KUOPIO,"(62.867282, 27.63072)",Satulasepänkatu 3,70700,KUOPIO,Suomi,FIN,Osakeyhtiö,2020-10-02,71202,Other Technical Testing and Analysis,Testing and Inspection Services
26856165,2685616-5,Suomen Kuntoutusvälineet Oy,,,,,,,Kestilänkuja 5 B 4,33960,PIRKKALA,Suomi,FIN,Osakeyhtiö,2015-04-10,46699,Wholesale of Other Machinery and Equipment n.e.c.,Wholesale Business
28793794,2879379-4,Trail Systems Oy,Uudenmaan maakunta,Helsinki,Porkkalankatu 5,00180,HELSINKI,"(60.164331, 24.90919)",Porkkalankatu 5,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-01-02,62010,Software Design and Development,"IT Consulting, IT Services"
32951767,3295176-7,Agileday Oy,Uudenmaan maakunta,Espoo,Tekniikantie 4 D,02150,ESPOO,"(60.181679, 24.82306)",Tekniikantie 4 D,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2022-06-19,62010,Software Design and Development,"IT Consulting, IT Services"
31184471,3118447-1,Rentcal Oy,Uudenmaan maakunta,Helsinki,Punavuorenkatu 16 C 45,00150,HELSINKI,"(60.160539, 24.93605)",Punavuorenkatu 16 C 45,00150,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-02-11,62010,Software Design and Development,"IT Consulting, IT Services"
27687391,2768739-1,BusPay Oy,,,,,,,Nahkakuja 13 B 35,33230,TAMPERE,Suomi,FIN,Osakeyhtiö,2016-06-21,62010,Software Design and Development,"IT Consulting, IT Services"
28134502,2813450-2,Quicksave Interactive Oy,Uudenmaan maakunta,Helsinki,Iso Roobertinkatu 28 A 2,00120,HELSINKI,"(60.162838, 24.94023)",Iso Roobertinkatu 28 A 2,00120,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-02-06,58210,Publishing of Computer Games,Computer Games and Game Consoles
28622645,2862264-5,myTrueSound Oy,Varsinais-Suomen maakunta,Turku,Uimalankatu 20,20880,TURKU,"(60.424618, 22.25438)",,,,,,Osakeyhtiö,2017-10-12,62010,Software Design and Development,"IT Consulting, IT Services"
28088817,2808881-7,Suomen Vesitieto Oy,Pohjois-Pohjanmaan maakunta,Oulu,Kirkkokatu 8 A 4,90100,OULU,"(65.01238, 25.47099)",PL 204,90101,OULU,Suomi,FIN,Osakeyhtiö,2017-01-21,62010,Software Design and Development,"IT Consulting, IT Services"
32809955,3280995-5,Neuwo Oy,Keski-Suomen maakunta,Jyväskylä,Gummeruksenkatu 9 B 10,40100,JYVÄSKYLÄ,"(62.240111, 25.74319)",Gummeruksenkatu 9 B 10,40100,JYVÄSKYLÄ,Suomi,FIN,Osakeyhtiö,2022-04-13,62010,Software Design and Development,"IT Consulting, IT Services"
28496888,2849688-8,ElFys Oy,Uudenmaan maakunta,Espoo,Tekniikantie 12,02150,ESPOO,"(60.184111, 24.81586)",Tekniikantie 12,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2017-08-16,26110,Manufacture of Electronic Components,Electronics and Components
30108485,3010848-5,Vreal Oy,,,,,,,Linnankatu 5 C 18,00160,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-07-05,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
29521029,2952102-9,Manna Insect Oy,Pohjois-Pohjanmaan maakunta,Oulu,Parkkisentie 33,90650,OULU,"(65.024429, 25.54022)",Parkkisentie 33,90650,OULU,Suomi,FIN,Osakeyhtiö,2018-11-13,72193,Engineering Research and Development,"Product Development, Research and Design Services"
33164589,3316458-9,ForteAI Oy,Pohjois-Karjalan maakunta,Joensuu,Penttilänkatu 1 A,80220,JOENSUU,"(62.596929, 29.77267)",Penttilänkatu 1 A,80220,JOENSUU,Suomi,FIN,Osakeyhtiö,2022-10-05,62010,Software Design and Development,"IT Consulting, IT Services"
29616888,2961688-8,Ellie Technologies Oy,Uudenmaan maakunta,Helsinki,Itälahdenkatu 18 A,00210,HELSINKI,"(60.151492, 24.8808)",Itälahdenkatu 18 A,00210,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-12-13,62010,Software Design and Development,"IT Consulting, IT Services"
32212913,3221291-3,Aircohol Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16 (Maria 01),00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-06-29,72110,Biotechnological Research and Development,Biotechnology
31237764,3123776-4,SpectroCor Oy,,,,,,,Otakaari 5 A,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2020-03-04,26600,Manufacture of Radiation and Medical Electronic Devices,Healthcare Equipment and Supplies
31846252,3184625-2,BioMush Oy,Uudenmaan maakunta,Espoo,Vaisalantie 4 B,02130,ESPOO,"(60.188068, 24.80999)",Vaisalantie 4 B,02130,ESPOO,Suomi,FIN,Osakeyhtiö,2021-01-19,10890,Manufacture of Other Food Products n.e.c.,Food Products
31206474,3120647-4,Neubit Oy,,,,,,,Helsinginkatu 32 E 123,00530,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-02-20,72110,Biotechnological Research and Development,Biotechnology
33830182,3383018-2,Nordat AI Technologies Oy,,,,,,,Rälssitilankuja 4 L 595,02200,ESPOO,Suomi,FIN,Osakeyhtiö,2023-08-14,62010,Software Design and Development,"IT Consulting, IT Services"
34062867,3406286-7,Daze Technologies Oy,Uudenmaan maakunta,Helsinki,,00150,HELSINKI,,Pursimiehenkatu 29-31 D 611,00150,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-11-16,53200,"Other Postal, Distribution, and Courier Activities",Distribution Services
29192667,2919266-7,NumericPath Oy,Varsinais-Suomen maakunta,Salo,Tuhkelotie 4,24280,SALO,"(60.404, 23.19069)",Tuhkelotie 4,24280,SALO,Suomi,FIN,Osakeyhtiö,2018-06-04,62010,Software Design and Development,"IT Consulting, IT Services"
27890648,2789064-8,Futuriot Oy,Pirkanmaan maakunta,Tampere,Visiokatu 4,33720,TAMPERE,"(61.446159, 23.86164)",Visiokatu 4,33720,TAMPERE,Suomi,FIN,Osakeyhtiö,2016-10-18,62010,Software Design and Development,"IT Consulting, IT Services"
27739016,2773901-6,Varjo Technologies Oy,Uudenmaan maakunta,Helsinki,Vuorikatu 20,00100,HELSINKI,"(60.172608, 24.94737)",Vuorikatu 20,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-08-01,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
31233579,3123357-9,AXO Games Oy,Pohjois-Pohjanmaan maakunta,Kuusamo,Nuottatie 9 A 4,93600,KUUSAMO,"(65.9631, 29.16919)",Nuottatie 9 A 4,93600,KUUSAMO,Suomi,FIN,Osakeyhtiö,2020-03-03,62010,Software Design and Development,"IT Consulting, IT Services"
27239732,2723973-2,Riots Global Oy,Pohjois-Pohjanmaan maakunta,Kempele,Takatie 6,90440,KEMPELE,"(64.90184, 25.51814)",Takatie 6,90440,KEMPELE,Suomi,FIN,Osakeyhtiö,2015-11-10,26110,Manufacture of Electronic Components,Electronics and Components
31026393,3102639-3,NorthBase Oy,Pirkanmaan maakunta,Tampere,Järvensivuntie 65,33100,TAMPERE,"(61.490189, 23.80754)",Järvensivuntie 65,33100,TAMPERE,Suomi,FIN,Osakeyhtiö,2019-12-02,61300,Satellite Communication,Telecommunication Services and Equipment
28800237,2880023-7,Aii Advanced Manufacturing Solutions Oy,Uudenmaan maakunta,Helsinki,Mannerheimintie 109,00280,HELSINKI,"(60.205852, 24.8992)",Mannerheimintie 109,00280,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-01-04,70220,Other Management Consulting,Management Consulting
27671664,2767166-4,Bankify Oy,Uudenmaan maakunta,Helsinki,Uusi Porvoontie 285-50,00890,HELSINKI,"(60.259094, 25.20514)",Uusi Porvoontie 285-50,00890,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-06-11,62010,Software Design and Development,"IT Consulting, IT Services"
33384928,3338492-8,Ambio Oy,Uudenmaan maakunta,Helsinki,Urho Kekkosen Katu 4-6 F,00100,HELSINKI,"(60.168619, 24.93279)",Urho Kekkosen Katu 4-6 F,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-01-17,47919,Other Mail Order and E-Commerce,E-commerce
34407247,3440724-7,Taidaco Oy,,,,,,,Tapiontie 9 C,02720,ESPOO,Suomi,FIN,Osakeyhtiö,2024-04-09,70220,Other Management Consulting,Management Consulting
29988948,2998894-8,Green Carbon Finland Oy,Keski-Suomen maakunta,Jyväskylä,Kympinkatu 3 C,40320,JYVÄSKYLÄ,"(62.253699, 25.76185)",PL 2,40101,JYVÄSKYLÄ,Suomi,FIN,Osakeyhtiö,2019-05-06,74909,"Other Professional, Scientific, and Technical Activities",Environmental Consulting and Training
30156444,3015644-4,Lost Hoodie Oy,Pohjois-Pohjanmaan maakunta,Oulu,Honkarinne 6,90310,OULU,"(64.957914, 25.65187)",Pyrästie 4 C 3,90650,OULU,Suomi,FIN,Osakeyhtiö,2019-08-01,62010,Software Design and Development,"IT Consulting, IT Services"
27830952,2783095-2,Avanto Technologies Oy,,,,,,,Leppäsuonkatu 10 A 31,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-09-19,74109,Industrial Design and Related Services,Design and Planning
28310422,2831042-2,Harhama Games,Uudenmaan maakunta,Helsinki,,00850,HELSINKI,,Villinginsalmentie 7,00850,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-04-29,74909,"Other Professional, Scientific, and Technical Activities",Industry Unknown
32282698,3228269-8,UpCharge Oy,,,,,,,Ratamestarinkatu 13 B 84,00520,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-08-10,62010,Software Design and Development,"IT Consulting, IT Services"
33798696,3379869-6,Cadentia Technologies Oy,Uudenmaan maakunta,Helsinki,Siltasaarenkatu 12 A,00530,HELSINKI,"(60.178711, 24.94998)",Siltasaarenkatu 12 A,00530,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-07-27,62010,Software Design and Development,"IT Consulting, IT Services"
29474146,2947414-6,Reality Crisis Oy,,,,,,,Aurorankatu 7 A 6,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-10-19,62010,Software Design and Development,"IT Consulting, IT Services"
27951746,2795174-6,Kradient Intelligence Oy,Varsinais-Suomen maakunta,Turku,Aninkaistenkatu 20,20100,TURKU,"(60.456122, 22.26894)",Aninkaistenkatu 20,20100,TURKU,Suomi,FIN,Osakeyhtiö,2016-11-16,62010,Software Design and Development,"IT Consulting, IT Services"
31656889,3165688-9,Gobybike Finland Oy,,,,,,,Tekniikantie 4 B,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2020-10-20,77210,Rental and Leasing of Leisure and Sports Equipment,Sports and Outdoor Equipment
29504296,2950429-6,Digizen Oy,Uudenmaan maakunta,Helsinki,Katajanokanranta 7,00160,HELSINKI,"(60.166141, 24.97471)",Kanavakatu 9 B 19,00160,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-11-05,62010,Software Design and Development,"IT Consulting, IT Services"
31641089,3164108-9,Loikka Care Oy,Varsinais-Suomen maakunta,Turku,Lemminkäisenkatu 14-18 A,20520,TURKU,"(60.448379, 22.29416)",Lemminkäisenkatu 14-18 A,20520,TURKU,Suomi,FIN,Osakeyhtiö,2020-10-09,62010,Software Design and Development,"IT Consulting, IT Services"
26939323,2693932-3,FitWood Oy,Pirkanmaan maakunta,Tampere,Hautalankatu 20,33560,TAMPERE,"(61.48479, 23.88705)",Hautalankatu 20,33560,TAMPERE,Suomi,FIN,Osakeyhtiö,2015-06-01,32300,Manufacture of Sports Goods,Sports and Outdoor Equipment
34897645,3489764-5,Homie Labs Oy,,,,,,,Radiokatu 10 C 6,00240,HELSINKI,Suomi,FIN,Osakeyhtiö,2024-11-13,62010,Software Design and Development,"IT Consulting, IT Services"
31321421,3132142-1,Superhood Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-04-20,63120,Web Portals,"IT Consulting, IT Services"
28552587,2855258-7,Seaber Oy,Uudenmaan maakunta,Espoo,Keilaranta 1,02150,ESPOO,"(60.176512, 24.83061)",Keilaranta 1,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2017-09-11,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
31217085,3121708-5,ReFaMo Oy,,,,,,,Talkookuja 6,02760,ESPOO,Suomi,FIN,Osakeyhtiö,2020-02-25,62010,Software Design and Development,"IT Consulting, IT Services"
33507545,3350754-5,Make a BIM Oy,Uudenmaan maakunta,Helsinki,Tinatie 2 C 37,00440,HELSINKI,"(60.228929, 24.88123)",Tinatie 2 C 37,00440,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-03-09,62010,Software Design and Development,"IT Consulting, IT Services"
31697365,3169736-5,Ninyes Oy,Uudenmaan maakunta,Helsinki,Veneentekijäntie 18 B,00210,HELSINKI,"(60.15202, 24.88731)",Veneentekijäntie 18 B 5,00210,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-11-09,47719,Retail Sale of Clothing,Clothing Store
28438899,2843889-9,Voima Gold Oy,Uudenmaan maakunta,Helsinki,Bulevardi 5,00120,HELSINKI,"(60.165062, 24.93906)",Bulevardi 5 A 86,00120,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-07-07,24410,Manufacture of Precious Metals,Gold and Silver Products
33515211,3351521-1,Root Signals Oy,Uudenmaan maakunta,Helsinki,Kaisaniemenkatu 13,00100,HELSINKI,"(60.172429, 24.94837)",PL 167,00121,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-03-13,62010,Software Design and Development,"IT Consulting, IT Services"
28712018,2871201-8,Linio Biotech Oy,Uudenmaan maakunta,Helsinki,Tehtaankatu 27-29 A,00150,HELSINKI,"(60.157758, 24.93457)",Tehtaankatu 27-29 A,00150,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-11-21,72191,Medical Research and Development,"Product Development, Research and Design Services"
27957435,2795743-5,Aiven Oy,Uudenmaan maakunta,Helsinki,Antinkatu 1,00100,HELSINKI,"(60.170529, 24.9318)",Antinkatu 1,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-11-18,63110,"Data Processing, Hosting, and Related Services","IT Consulting, IT Services"
29794537,2979453-7,Koherent Oy,Uudenmaan maakunta,Vantaa,Äyritie 8 c,01510,VANTAA,"(60.293779, 24.97142)",Äyritie 8c,01510,VANTAA,Suomi,FIN,Osakeyhtiö,2019-02-11,26510,"Manufacture of Measuring, Testing and Navigation Instruments",Measuring and Research Instruments
27217541,2721754-1,Lucify Oy,,,,,,,Arkadiankatu 19 C 36,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-10-31,62090,Other IT and Computer Services,"IT Consulting, IT Services"
30163986,3016398-6,Paikka International Oy,Uudenmaan maakunta,Helsinki,Valimotie 17-19,00380,HELSINKI,"(60.2192, 24.87823)",Valimotie 17-19,00380,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-08-06,46499,Wholesale of Household Goods,Consumer Goods Wholesale
33582609,3358260-9,Realm Technologies Oy,Uudenmaan maakunta,Helsinki,Fredrikinkatu 47,00100,HELSINKI,"(60.166321, 24.93428)",Fredrikinkatu 47,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-04-14,62010,Software Design and Development,"IT Consulting, IT Services"
29257758,2925775-8,Yellow May Oy,Uudenmaan maakunta,Helsinki,Toinen linja 14,00530,HELSINKI,"(60.18429, 24.94144)",Toinen Linja 14,00530,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-07-08,63990,Other Information Service Activities n.e.c.,
26847031,2684703-1,Kuori Oy,Uudenmaan maakunta,Espoo,Linnoitustie 6 A,02600,ESPOO,"(60.209696, 24.810759)",Linnoitustie 6 A,02600,ESPOO,Suomi,FIN,Osakeyhtiö,2015-03-30,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
27310463,2731046-3,ZeroG Oy,Uudenmaan maakunta,Helsinki,Eerikinkatu 15-17 D 62,00100,HELSINKI,"(60.16648, 24.93314)",Eerikinkatu 15-17 D 62,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-12-10,72193,Engineering Research and Development,"Product Development, Research and Design Services"
28204611,2820461-1,Measurlabs,Uudenmaan maakunta,Helsinki,Teollisuuskatu 33,00510,HELSINKI,"(60.195552, 24.944229)",Teollisuuskatu 33,00510,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-03-06,71202,Other Technical Testing and Analysis,Testing and Inspection Services
30876046,3087604-6,Quantastica Oy,,,,,,,Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-09-16,62010,Software Design and Development,"IT Consulting, IT Services"
29315671,2931567-1,Geyser Batteries Oy,Etelä-Savon maakunta,Mikkeli,Insinöörinkatu 5,50150,MIKKELI,"(61.690943, 27.2198)",Insinöörinkatu 5,50150,MIKKELI,Suomi,FIN,Osakeyhtiö,2018-08-13,27200,Manufacture of Batteries and Accumulators,Batteries and Accumulators
31325852,3132585-2,Cover Story Oy,Uudenmaan maakunta,Helsinki,Bulevardi 17 A 30,00120,HELSINKI,"(60.162719, 24.932355)",Bulevardi 17 A 30,00120,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-04-24,47919,Other Mail Order and E-Commerce,E-commerce
27620787,2762078-7,BitByByte Creations Oy,Varsinais-Suomen maakunta,Turku,Itäinen Pitkäkatu 4 C,20520,TURKU,"(60.448779, 22.29041)",Itäinen Pitkäkatu 4,20520,TURKU,Suomi,FIN,Osakeyhtiö,2016-05-13,62010,Software Design and Development,"IT Consulting, IT Services"
28339399,2833939-9,Vaisto Solutions Oy,Pirkanmaan maakunta,Tampere,Visiokatu 1,33720,TAMPERE,"(61.447708, 23.86331)",Visiokatu 1,33720,TAMPERE,Suomi,FIN,Osakeyhtiö,2017-05-12,62010,Software Design and Development,"IT Consulting, IT Services"
32011601,3201160-1,Kotisataman Valo Oy,,,,,,,Kotikalliontie 6,21620,KUUSISTO,Suomi,FIN,Osakeyhtiö,2021-03-30,62010,Software Design and Development,"IT Consulting, IT Services"
29091575,2909157-5,finadeck Oy,Pohjois-Savon maakunta,Kuopio,Kirkkokatu 1,70100,KUOPIO,"(62.889688, 27.69559)",Kurjenpolvi 20,70800,KUOPIO,Suomi,FIN,Osakeyhtiö,2018-04-11,62010,Software Design and Development,"IT Consulting, IT Services"
32072682,3207268-2,EDUAmbience Oy,,,,,,,Vehkaniityntie 6-8 G 14,02180,ESPOO,Suomi,FIN,Osakeyhtiö,2021-04-27,62010,Software Design and Development,"IT Consulting, IT Services"
27580682,2758068-2,Top Data Science Oy,Uudenmaan maakunta,Espoo,Tekniikantie 12,02150,ESPOO,"(60.184111, 24.81586)",Tekniikantie 12,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2016-04-20,62010,Software Design and Development,"IT Consulting, IT Services"
29490146,2949014-6,Gubbe Sydänystävä Oy,Uudenmaan maakunta,Helsinki,Erottajankatu 1-3 A 8,00130,HELSINKI,"(60.165476, 24.943552)",Erottajankatu 1-3 A 8,00130,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-10-29,88101,Home Services for Elderly and Disabled,Home Care
33635555,3363555-5,Moovmoor Oy,,,,,,,Malmin Raitti 17 A,00700,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-05-08,82990,Other Business Services,Business Services
26798815,2679881-5,Unikie Oy,Pirkanmaan maakunta,Tampere,Visiokatu 4,33720,TAMPERE,"(61.44701, 23.86402)",Visiokatu 4,33720,TAMPERE,Suomi,FIN,Osakeyhtiö,2015-03-04,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
31046482,3104648-2,Recharge Finland Oy,Uudenmaan maakunta,Vantaa,Teknobulevardi 3,01530,VANTAA,"(60.305252, 24.96753)",Teknobulevardi 3,01530,VANTAA,Suomi,FIN,Osakeyhtiö,2019-12-11,27900,Manufacture of Other Electrical Equipment,"Electrical Devices, Electrical Machines"
28297213,2829721-3,ColloidTek Oy,Pirkanmaan maakunta,Tampere,Visiokatu 1,33720,TAMPERE,"(61.447708, 23.86331)",Visiokatu 1,33720,TAMPERE,Suomi,FIN,Osakeyhtiö,2017-04-21,26510,"Manufacture of Measuring, Testing and Navigation Instruments",Measuring and Research Instruments
32518402,3251840-2,Sam Corporation Oy,,,,,,,"No.429, ICT, 815, Daewangpangyo-ro Sujeong-gu   Seongnam-si",,Gyeonggi-do,Etelä-Korea,KOR,Osakeyhtiö,2021-11-29,62010,Software Design and Development,"IT Consulting, IT Services"
29907781,2990778-1,Wastebook Oy,,,,,,,Teknologiantie 18,90590,OULU,Suomi,FIN,Osakeyhtiö,2019-03-21,63120,Web Portals,Waste Management Equipment and Systems
29308543,2930854-3,Superlaiffi Oy,Uudenmaan maakunta,Helsinki,Lehtisaarentie 8-10 A 10,00340,HELSINKI,"(60.17874, 24.85309)",Lehtisaarentie 8-10 A 10,00340,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-08-08,62010,Software Design and Development,"IT Consulting, IT Services"
26876246,2687624-6,The F Company Oy,Uudenmaan maakunta,Helsinki,Vuorikatu 16 A 5,00100,HELSINKI,"(60.171942, 24.94746)",Vuorikatu 16 A 5,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-04-17,73111,Advertising Agencies,Advertising Agency
28536464,2853646-4,Cryptic Cargo Ltd Oy,Uudenmaan maakunta,Helsinki,Vetehisenkuja 5 B 29,00530,HELSINKI,"(60.18069, 24.95579)",Vetehisenkuja 5 B 29,00530,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-09-04,93299,Other Entertainment and Recreation Activities n.e.c.,
31554647,3155464-7,Personik Oy,Uudenmaan maakunta,Espoo,Otakaari 5a,02150,ESPOO,"(60.186622, 24.82692)",Luhtimäki 3 C 3,01660,VANTAA,Suomi,FIN,Osakeyhtiö,2020-09-01,62010,Software Design and Development,"IT Consulting, IT Services"
31066539,3106653-9,Heliostorage Oy,Keski-Pohjanmaan maakunta,Kokkola,Sokojantie 879,67500,KOKKOLA,"(63.75283, 23.17193)",Sokojantie 879,67500,KOKKOLA,Suomi,FIN,Osakeyhtiö,2019-12-19,26110,Manufacture of Electronic Components,Electronics and Components
27751234,2775123-4,NayaDaya Analytics Oy,Pirkanmaan maakunta,Tampere,Åkerlundinkatu 8,33100,TAMPERE,"(61.496011, 23.77675)",Åkerlundinkatu 8,33100,TAMPERE,Suomi,FIN,Osakeyhtiö,2016-08-09,73200,Market and Opinion Research,"IT Consulting, IT Services"
26977514,2697751-4,Renance - Automated Financial Services Oy,Uudenmaan maakunta,Espoo,Keilaranta 5,02150,ESPOO,"(60.17697, 24.83288)",Keilaranta 5,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2015-06-22,62010,Software Design and Development,"IT Consulting, IT Services"
31210131,3121013-1,Nelinor Oy,Uudenmaan maakunta,Espoo,Tillinmäentie 3 A 126,02330,ESPOO,"(60.165142, 24.63139)",Tillinmäentie 3 A 126,02330,ESPOO,Suomi,FIN,Osakeyhtiö,2020-02-22,27900,Manufacture of Other Electrical Equipment,"IT Consulting, IT Services"
29192579,2919257-9,Plant Planet Oy Ab,,,,,,,PL 34,00131,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-06-04,46390,"General Wholesale of Food, Beverages and Tobacco",Food Wholesale
29189011,2918901-1,Puida Oy,,,,,,,Ruopankatu 2 B 5,15100,LAHTI,Suomi,FIN,Osakeyhtiö,2018-06-01,62010,Software Design and Development,"IT Consulting, IT Services"
28803788,2880378-8,Characterworks Oy,Uudenmaan maakunta,Helsinki,Pellavapellontie 12 C,00650,HELSINKI,"(60.227201, 24.97717)",Pellavapellontie 12 C,00650,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-01-06,74909,"Other Professional, Scientific, and Technical Activities",
28265684,2826568-4,Rohje Oy,,,,,,,Ahjokatu 13,40320,JYVÄSKYLÄ,Suomi,FIN,Osakeyhtiö,2017-04-05,47919,Other Mail Order and E-Commerce,E-commerce
32891135,3289113-5,Ioncell Oy,,,,,,,Paimenenkallio 11,02300,ESPOO,Suomi,FIN,Osakeyhtiö,2022-05-19,72193,Engineering Research and Development,"Product Development, Research and Design Services"
33560725,3356072-5,Clouder Oy,Uudenmaan maakunta,Helsinki,Pursimiehenkatu 26 B,00150,HELSINKI,"(60.15838, 24.93398)",Tehtaankatu 27-29 A,00150,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-04-03,62010,Software Design and Development,"IT Consulting, IT Services"
29343285,2934328-5,Fiuge Oy,Uudenmaan maakunta,Helsinki,Laivurinkatu 41 lh. 1,00150,HELSINKI,"(60.160281, 24.94211)",Engelinaukio 13 A 5,00150,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-08-25,62010,Software Design and Development,"IT Consulting, IT Services"
27554388,2755438-8,BouncePoint Oy,Uudenmaan maakunta,Helsinki,Viikinkaari 6,00790,HELSINKI,"(60.226868, 25.01395)",Viikinkaari 6,00790,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-04-04,63990,Other Information Service Activities n.e.c.,
31089925,3108992-5,Mobal Oy,Uudenmaan maakunta,Helsinki,Pieni Roobertinkatu 9,00130,HELSINKI,"(60.164161, 24.94535)",Pieni Roobertinkatu 9,00130,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-01-05,62010,Software Design and Development,"IT Consulting, IT Services"
29137027,2913702-7,Harald AI Oy,Uudenmaan maakunta,Espoo,Tekniikantie 12,02150,ESPOO,"(60.18427, 24.81445)",Tekniikantie 12,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2018-05-04,62010,Software Design and Development,"IT Consulting, IT Services"
28475331,2847533-1,Neural Dsp Technologies Oy,Uudenmaan maakunta,Helsinki,Merimiehenkatu 36 D,00150,HELSINKI,"(60.1594, 24.93414)",Merimiehenkatu 36 D,00150,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-08-02,62010,Software Design and Development,"IT Consulting, IT Services"
31429352,3142935-2,Scope Labs Oy,Uudenmaan maakunta,Helsinki,Karjalankatu 2,00520,HELSINKI,"(60.192702, 24.93713)",Ulvilantie 17a F,00350,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-06-17,26400,Manufacture of Consumer Electronics,Consumer Electronics
30197609,3019760-9,Geeklab Oy,Uudenmaan maakunta,Helsinki,Itämerentori 2,00180,HELSINKI,"(60.163908, 24.91476)",Itämerentori 2,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-08-22,62010,Software Design and Development,"IT Consulting, IT Services"
