name,url,description,started_at,category,city,website,socials,business_id,finder_url
Uplause,https://startup100.net/company/uplause,"Next generation fan engagement technology company. Teams, venues, leagues and brands around the world are harnessing the power of Uplause solutions.",2009,Music & Digital Entertainment,Turku,http://www.uplause.com,"{'twitter': 'https://www.twitter.com/lyntonweb/', 'facebook': 'https://www.facebook.com/Uplause', 'linkedin': 'http://www.linkedin.com/company/uplause-ltd', 'slideshare': 'https://www.slideshare.net/Uplause', 'youtube': 'https://www.youtube.com/user/Uplause'}",,
Upright,https://startup100.net/company/upright,"The Upright Project is building incentives for companies to optimize their net impact. That means thinking what they actually achieve - and with what resources. In addition to being pretty necessary, it can even be fun.",2017,SaaS/Business Software,Helsinki,https://www.uprightproject.com/,{'twitter': 'https://www.twitter.com/UprightProject'},2848353-4,https://www.finder.fi/search?what=2848353-4&type=company
Upseller,https://startup100.net/company/upseller,"Upseller - For Growth
Upseller is Scandinavia´s leading online Sales SaaS -company. Helping SME webshops to boost their sales and automate customer services. Check our https://www.upseller.fi/en/upsy-en/",2014,SaaS/Business Software,Helsinki,http://upseller.fi/,"{'twitter': 'https://twitter.com/UpsellerFinland', 'facebook': 'https://www.facebook.com/upsellerFinland', 'linkedin': 'https://www.linkedin.com/company/3998106'}",,
UpSteam,https://startup100.net/company/upsteam,"UpSteam is an innovative mobile car wash company which allows you to order a car wash within minutes to your preferred location. Kind of like Uber for car washes - we are revolutionizing the way people wash their cars by bringing the car wash to you. And what's best - UpSteam is eco-friendly - we use a special bio-degradable wax-based chemical and only 1-5 litres of water per car. Therefore Mother Nature salutes you.

Businesses with a car fleet automate their car washing process with UpSteam.
We take away the hidden costs and any type of hassle with a fixed cleaning time while cars are parked and monthly invoicing. Companies usually save up to 40% of their car wash cost by switching to UpSteam and we do not consider the potential income from making it more effective. No more days when your employee has to clean the company's car on their free time or an employer having to pay salary while employees are actually not working. This is definitely something you should be optimizing by now. Learn more about our offers for businesses from our website or by contacting us directly.

No more wasting hours of looking for a car wash place, driving there, waiting in the queue and waiting for the wash to be made. With UpSteam you can order the car wash where ever you are - at home, at work, in the gym or out shopping. It takes 45 seconds to 1 minute for order through the app and that's all the time you spend on car wash from now on.

Download our mobile app for
iOS: https://apple.co/2Y96N0n
Android: https://bit.ly/2SikoNJ",2019,Other Consumer Software & Apps,Helsinki,https://www.upsteam.fi/,"{'facebook': 'https://www.facebook.com/upsteamsuomi', 'linkedin': 'https://www.linkedin.com/company/24780759'}",3002334-2,https://www.finder.fi/search?what=3002334-2&type=company
Upward Games,https://startup100.net/company/upward-games,"We are a game development studio from Tampere, Finland with a focus on VR games optimized for virtual reality arcades and entertainment centers. Our first title Kyber Knights is already played in dozens of venues across the globe and is set to be released for consumers by the end of 2021.

We chose to focus on the VR arcade industry because of the backround we have in running our own venue for a few years. We believe that by focusing on this market we can learn and grow both our company and player base profitably, while getting ready to take over the consumer market.",2020,Gaming,Tampere,https://upward.games/,{'facebook': 'https://www.facebook.com/Upward-Games-100372178286846'},3110372-3,https://www.finder.fi/search?what=3110372-3&type=company
Uros / Goodspeed,https://startup100.net/company/uros-goodspeed,"UROS is a multinational technology company specialising in IoT. The company was founded in Oulu, Finland in 2011 on a vision to change the world with new mobile technologies. Today we are fulfilling that vision through our solution portfolio including consumer and IoT connectivity, cloud-based service platforms and connected hardware.",2011,Hardware & Devices,Oulu,http://goodspeed.io/,"{'twitter': 'https://www.twitter.com/urosltd/', 'facebook': 'https://www.facebook.com/UROSLtd', 'linkedin': 'http://www.linkedin.com/company/uros-ltd-'}",,
Useless Company,https://startup100.net/company/useless-company,UseLess Company provides a full spectrum of life cycle assessment services using the most up-to-date standards and research. Awareness of your carbon footprint is the first step towards climate action and we want to support you in this journey. UseLess Company has the agility of a startup combined with the expertise of a research group.,2018,Climate Technology,Mäntsälä,http://www.useless.fi/,"{'twitter': 'https://www.twitter.com/uselesscomp/', 'facebook': 'https://www.facebook.com/uselesscomp', 'linkedin': 'https://www.linkedin.com/company/11494568'}",2895321-7,https://www.finder.fi/search?what=2895321-7&type=company
Utopia,https://startup100.net/company/utopia,"Utopia Analytics is the world-leading text analytics company. We provide tools and services that enable our customers to analyse text, image and video content automatically. 

With the help of text analytics, data mining and machine learning, our tools are automated, fully customizable and easy to implement – powered by Utopia AI.",2014,SaaS/Business Software,Helsinki,http://utopiaanalytics.com/,"{'twitter': 'https://twitter.com/UtopiaAnalytics', 'facebook': 'https://www.facebook.com/Utopia-Analytics-Oy-1403666106332107', 'linkedin': 'https://www.linkedin.com/company/10267917'}",,
Uute Scientific,https://startup100.net/company/uute-scientific-oy,"Uute Scientific Oy is the company that drives towards a “Life without immune-mediated diseases”, such as diabetes 1, allergies and asthma. These immune-mediated diseases have become a large problem worldwide. They are caused by our modern and urban lifestyle. Us drifting away from nature with its microbial diversity has made our immune-system weaker. Especially during childhood, when it is being developed.

Uute Scientific Oy owns the trademark called Re-Connecting Nature™. It is the microbial extract, which brings that microbial diversity of natural environments back to children and helps them in the development of a strong immune system. We as Uute Scientific Oy are making the Re-Connecting Nature™ extract available for families with young children through several standard consumer products. We co-operate with consumer goods- as well as substance production companies. Our science shows that the Re-Connecting Nature™ extract works and is safe.

Re-Connecting Nature™ extract connects to nature!",2019,Health & Medical Technology,Lohja,http://www.uutescientific.com,"{'twitter': 'https://www.twitter.com/UuteScientific/', 'facebook': 'https://facebook.com/271374062953156', 'linkedin': 'https://www.linkedin.com/company/42428294'}",2988085-7,https://www.finder.fi/search?what=2988085-7&type=company
UWIS,https://startup100.net/company/uwis,"UWIS Oy and UWIS System provides GPS level underwater location data.

This new innovation will allow all functionalities we have used above the water surface by GPS based systems nowadays. One of the most important is the absolute 3D position information for all divers and other important objects. All this will be available for each of the divers and persons above surface.

We in UWIS Oy are fully focused on this new innovation and our aim is to provide more safety and efficiency for scuba diving worldwide.",2014,Hardware & Devices,Turku,http://www.uwis.fi/,"{'twitter': 'https://twitter.com/uwisoy', 'facebook': 'https://www.facebook.com/uwisoy', 'linkedin': 'https://www.linkedin.com/company/3829849'}",,
Vaana,https://startup100.net/company/vaana,"Smartum on suomalainen perheyritys ja hyvinvoinnin edelläkävijä. Yli 13 000 työnantaja-asiakastamme edistävät työntekijöidensä hyvinvointia liikunta-, kulttuuri-, lounas-, työmatka-, terveys- ja hierontaetujemme avulla. Valtakunnallisessa verkostossamme on lähes 40 000 palveluntuottajaa. Suomen suosituimpien työsuhde-etujen piirissä on lähes miljoona työntekijää. Seuraamme tiiviisti työelämän muutoksia ja kehitämme jatkuvasti uusia hyvinvoinnin palveluja. 

*********************************************************************

Smartum is a Finnish family-owned company. Smartum manages employee and social benefits programs using means of payment such as vouchers, electronic cards, and electronic vouchers. The benefits promote well-being and freedom of choice. Nearly a million employees have the possibility of using Smartum’s exercise, cultural, commute and lunch benefits offered by their employer.",,,,https://vaana.fi/,"{'twitter': 'https://www.twitter.com/smartum_fi/', 'facebook': 'https://www.facebook.com/smartum.fi', 'linkedin': 'https://www.linkedin.com/company/725169'}",2780101-9,https://www.finder.fi/search?what=2780101-9&type=company
VacuumWood.Tech,https://startup100.net/company/vacuum-wood-tech,,2021,Material Technology,Aalto,https://vacuumwood.tech/,{},3226261-1,https://www.finder.fi/search?what=3226261-1&type=company
Vainu,https://startup100.net/company/vainu,"Vainu is a global company data provider that enables more than 1,100 companies to achieve their business goals with the help of company data.

With a database containing over 65 million global companies spanning and each company profile containing hundreds of data fields, we provide a breadth and depth of data that is otherwise unprecedented in the market.",2013,SaaS/Business Software,Helsinki,http://www.vainu.io/,"{'twitter': 'https://twitter.com/vainuio', 'facebook': 'https://www.facebook.com/vainuio', 'linkedin': 'https://www.linkedin.com/company/3803996'}",,
Vaisto Solutions,https://startup100.net/company/vaisto-solutions,"We are forerunners in the world of Deep Tech. We fuse technology and minds to help our customers develop winning products and experiences. 
We are a services-minded company with a generous dash of technology assets — our tools of trade leverage cognitive systems and augmented intelligence.",2017,SaaS/Business Software,Tampere,https://vaisto.io/,"{'twitter': 'https://twitter.com/VaistoSolutions', 'facebook': 'https://www.facebook.com/vaistosolutions', 'linkedin': 'https://www.linkedin.com/company/18110407'}",2833939-9,https://www.finder.fi/search?what=2833939-9&type=company
VAJA,https://startup100.net/company/vaja,Suomalainen laatu ja toimiva design Porvoosta,2012,Fashion & Design Technology,Porvoo,https://www.vaja.fi/,{'facebook': 'https://www.facebook.com/VAJAFinland'},,
Vaki Games,https://startup100.net/company/vaki-games,Vaki Games is a Finnish games studio working on team-based action multiplayer title Kingshunt,2016,Gaming,Ylämylly,https://www.vakigames.com/,"{'twitter': 'https://www.twitter.com/Kingshuntgame/', 'facebook': 'https://www.facebook.com/kingshuntofficial', 'linkedin': 'https://www.linkedin.com/company/11394291'}",2778971-8,https://www.finder.fi/search?what=2778971-8&type=company
Valas Media,https://startup100.net/company/valas-media,We make addictive mobile games.,2009,Gaming,Helsinki,https://valasmedia.com/,{'facebook': 'https://www.facebook.com/valasmediagames'},,
Valega Chain Analytics,https://startup100.net/company/valega-chain-analytics,"We have made it easier for everyone to analyze and prevent illegal activities in crypto and blockchain related transactions.

Governments, financial institutions and many companies have had to oppose many Blockchain related innovations and implementations due to the alleged anonymity and the risks involved in Blockchain transactions.

By offering both corporate and private customers an easy-to-use compliance tool which analyses the data in monetary transactions we will promote greater transparency and security within the Blockchain. This will in turn lead to greater innovations and trustworthy adoption of the technology worldwide.",2019,SaaS/Business Software,Helsinki,https://www.valegachain.com/,"{'twitter': 'https://twitter.com/ValegaChain', 'facebook': 'https://www.facebook.com/valegachain'}",2976932-3,https://www.finder.fi/search?what=2976932-3&type=company
Valkee,https://startup100.net/company/valkee,,2007,Health & Medical Technology,Oulunsalo,http://valkee.com/en,"{'twitter': 'http://twitter.com/HumanCharger', 'facebook': 'http://www.facebook.com/ValkeeCompany', 'linkedin': 'http://www.linkedin.com/company/930568', 'youtube': 'https://www.youtube.com/user/valkeechannel'}",,
Valo,https://startup100.net/company/valo,"Uusi Suomalainen deittipalvelu Valo - Lataa ilmaiseksi. Valo kasvaa hurjaa 
vauhtia, tervetuloa mukaan!",2021,Other Consumer Software & Apps,Kuusisto,https://valoapp.io/,{},3201160-1,https://www.finder.fi/search?what=3201160-1&type=company
Valohai,https://startup100.net/company/valohai,The MLOps platform for the whole team. Valohai takes you from POC to production while managing the whole model lifecycle.,,,,https://valohai.com/,"{'twitter': 'https://twitter.com/valohaiai', 'facebook': 'https://www.facebook.com/valohai', 'linkedin': 'https://www.linkedin.com/company/valohai/'}",2786205-7,https://www.finder.fi/search?what=2786205-7&type=company
Valo Motion,https://startup100.net/company/valo-motion-oy,"We at Valo Motion (previously Augmented Climbing Wall) are the pioneers in combining our interactive game platforms with physical activities. Our unique ValoVision® body tracking system transforms an ordinary indoor climbing wall into a huge touchscreen, we like to call ValoClimb®. Also known as the world’s first interactive climbing wall. On the other hand, we’ll turn a plain trampoline into a true gaming platform by adding our ValoJump® system to it. 

In short, we create highly immersive games and applications that provide interactive experiences for both players and spectators. Our newest innovation is Super Stomp, the world’s first two-player trampoline game, played with two adjacent ValoJump®‘s.

In addition to generating fast ROI with great size-to-revenue ratio, our innovative and high quality products offer a complete worry-free solution for any indoor location. What makes us extraordinary is the fact that our easy-to-use products deliver a game-changing experience, where the guests leave with the sensation of having transformed themselves into actual Superheros! 

Who would not want to climb Fuji, or avoid getting burned by electricity while climbing? On the other hand, when creating ValoJump®, our game wizards came to the clever conclusion that no matter the age or fitness level, everybody pretty much loves bouncing through the skies while using tree branches, little islets and clouds as their steps. The automatic updates and the launch of a new original game every 12 months, coupled with the fact that the guests can share their gamevideos and high scores online, ensures that the players keep returning again and again!",2016,Music & Digital Entertainment,Helsinki,https://valomotion.com/,"{'twitter': 'https://twitter.com/valomotion', 'facebook': 'https://www.facebook.com/ValoMotion', 'linkedin': 'https://www.linkedin.com/company/10483036'}",2778541-8,https://www.finder.fi/search?what=2778541-8&type=company
Valon Lasers,https://startup100.net/company/valon-lasers,"Meridian AG develops, produces, distributes and maintains ophthalmic laser systems for the middle and posterior chamber of the eye. As original equipment manufacturer Meridian AG incorporate lasers into complete treatment systems or into a line of products of private label manufacturers in ophthalmology and recently in other fields of medicine.",2011,Health & Medical Technology,Vantaa,http://www.valon.fi/,"{'twitter': 'http://twitter.com/ValonLasers', 'facebook': 'http://www.facebook.com/valonlaser', 'linkedin': 'http://www.linkedin.com/company/valon-lasers-oy'}",,
Valopaa,https://startup100.net/company/valopaa,"Lumous Lighting is a LED lighting company that develops intelligent LED luminaires and lighting solutions for demanding environments. Our intelligent lighting solutions are typically used for street, road, park, sports track, bridge, facade, petrol station, area, sports facility, parking house and industrial lighting. The company concentrates on lighting solutions that require high energy efficiency, long lifetime, and easy maintenance. iLUMNET wireless Intelligent LED Lighting System provides easy control of the luminaries and is fully IoT capable.
We have been continuing former Valopaa luminaires production.",2007,Industrial Equipment,Kempele,http://www.valopaa.com,"{'facebook': 'https://www.facebook.com/pages/Valopaa-Oy/142210582493282', 'linkedin': 'http://www.linkedin.com/company/valopaa-ltd.'}",,
Valosan,https://startup100.net/company/valosan,"The Media Relationship Management tool for PR teams to get international media coverage. 

Valosan helps organize your tactical PR work so that you can spend your time doing what you do best – storytelling, relationship building, and developing future strategies to get more media placements.",2022,SaaS/Communications & Telecom,Helsinki,http://valosan.com,{'twitter': 'https://www.twitter.com/ValosanPR/'},3271865-8,https://www.finder.fi/search?what=3271865-8&type=company
Valossa,https://startup100.net/company/valossa,"Valossa provides unparalleled video recognition and content intelligence capabilities to capture new value from video content. Valossa AI is a world-leading technology platform with applications on automating video promo creation, contextual analysis, video moderation, as well as emotion and sentiment analysis.

Valossa’s vision is to develop an AI that understands video like a human does.

The roots of the video AI company Valossa are in one of Europe’s leading computer science and AI labs at the University of Oulu in Finland. During the years in the university research labs, the team had seen how the world moved beyond text, with video playing a greater role in our daily communication. This spawned an idea to use technology to automatically understand what we are viewing and apply the latest techniques to meet the emerging needs of content producers globally. Since their founding in 2015 Valossa has built next generation video intelligence tools for the benefit of the businesses working with video.

www.valossa.com",2015,SaaS/Business Software,Oulu,http://www.valossa.com/,"{'twitter': 'https://twitter.com/ValossaInc', 'facebook': 'https://www.facebook.com/ValossaLabs', 'linkedin': 'https://www.linkedin.com/company/10190539'}",2718321-4,https://www.finder.fi/search?what=2718321-4&type=company
Valotalive,https://startup100.net/company/valotalive,"Digital Signage Software for Modern Workplaces - Valotalive is a cloud-based digital signage software powering employee communication, data transparency, and productivity in modern workplaces across 50 countries.

We are continuously making new integrations and technology innovations available for customers who have a passion to improve data transparency and employee experience in the workplace. Automate content and data from tools you’re already using with our 30+ turn-key integrations.

Read more here: 
https://valota.live/",,,,https://www.valota.live/,"{'twitter': 'https://www.twitter.com/valotalive', 'facebook': 'https://www.facebook.com/valotalive'}",,
Valo Therapeutics,https://startup100.net/company/valo-therapeutics,"Valo Therapeutics (ValoTx) is a developer of novel immunotherapies in cancer and infectious disease. Our unique approach to immunotherapy, based on oncolytic viruses and viral vectors combined with disease-specific peptides, delivers highly adaptable and immunogenic therapeutic vaccination platforms. A spin-out company from the University of Helsinki, Finland, Valo Tx has assembled a talented team of immunotherapy experts, who together with the founding scientists have the necessary expertise to take its patented technology through clinical development and make it available to patients. The management team has a proven track record of developing successful companies from a laboratory idea to a full stock exchange listing.",2016,Health & Medical Technology,Helsinki,https://www.valotx.com/,"{'twitter': 'https://twitter.com/ValoTherapeuti1', 'linkedin': 'https://www.linkedin.com/company/17948339'}",2768695-4,https://www.finder.fi/search?what=2768695-4&type=company
Valoya,https://startup100.net/company/valoya,"Valoya is the leading provider of LED grow lights for cultivation and research purposes. Our luminaires have been developed based on our proprietary LED technology and extensive plant photobiological research. 8 out of 10 world's largest agricultural companies rely on Valoya. Our headquarters are in Helsinki, Finland and we operate globally.",2009,Hardware & Devices,Helsinki,http://www.valoya.com/,"{'twitter': 'https://twitter.com/valoya/', 'facebook': 'https://www.facebook.com/valoyafi', 'linkedin': 'http://fi.linkedin.com/company/valoya-ltd', 'youtube': 'https://www.youtube.com/channel/UCRhwOjSrUe1Ehxl4Ieuu8Wg'}",,
Valpas Hotels,https://startup100.net/company/valpas-hotels,"Valpas is the hospitality standard for permanent bed bug safety used by a fastly growing number of hundreds of top hotels. All Valpas label-carrying hotels are kept safe 24/7 with Valpas' revolutionary technology for permanent bed bug safety. By staying at a Valpas member hotel, you know you always stay and return home safe.",2013,Hardware & Devices,Helsinki,https://www.valpashotels.com/,"{'twitter': 'https://twitter.com/valpashotels', 'facebook': 'https://www.facebook.com/valpashotels/', 'linkedin': 'https://www.linkedin.com/company/24773525'}",,
Valtavalo,https://startup100.net/company/valtavalo,"Valtavalo Ltd, founded in 2008, is a lighting company with own development and production in Finland. We create energy-efficient lighting solutions with a focus on replaceability, flexibility and long lifetime, for the best possible total cost of ownership

Our concept is based on a standardised (EN62776) replaceable light source, a LED tube, that can be easily installed to an existing fluorescent luminaire or to a completely new luminaire designed for LED tubes. Our solutions offer remarkable energy savings: typical direct energy savings vary between 50 and 90% depending on the reference light source and the operating conditions.

Valtavalo products are widely used in various application areas from heavy industries such as pulp and paper and metal industry, logistics centers and warehouses, retail as well as in public sector facilities such hospitals and schools.

Valtavalo is an ISO 9001:2015 and 14001:2015 company certified by SGS. As a leading manufacturer in Scandinavia we offer our products for distribution and as OEM/private label products.",,,,http://www.valtavalo.com,"{'twitter': 'https://twitter.com/valtavalo', 'facebook': 'https://www.facebook.com/valtavalo', 'linkedin': 'http://www.linkedin.com/company/valtavalo-oy', 'youtube': 'https://www.youtube.com/channel/UClAU7Jg5l0wmY7fokYXC6-A'}",,
Vapaus,https://startup100.net/company/vapaus,"A Finnish impact startup Vapaus provides sustainable mobility solutions – Employee benefit bicycles and shared electric vehicles as a ready-to-use service.

With our services we support customers’ to create and strengthen a better experience of the work community, to save on the costs of commuting and business travels, and to move towards smarter and more environmentally friendly modes of transport, both at work and in peoples’ spare time. 

The best part is that every kilometre travelled by the Vapaus mobility solution removes carbon dioxide from the air helping not only the environment but also businesses & individuals on their way to carbon neutrality. Win-win-win. 

Freedom is important to us and with our products you can achieve and enjoy freedom. You don’t have to be dependent on buses, trains or taxi’s anymore. Move as you wish and we do the rest.

#työsuhdepyörä 🚲 
#sharedvehicles 🚘
#precycled ♻️ 
#impact 🥰

Founded in the beginning of 2018

More information
https://linktr.ee/vapaus

Contact
bikes@vapaus.io",2018,Mobility & Vehicles,Helsinki,https://www.vapaus.io/,"{'facebook': 'https://www.facebook.com/VapausBikes', 'linkedin': 'https://www.linkedin.com/company/18297790'}",2879502-8,https://www.finder.fi/search?what=2879502-8&type=company
Varaani Works,https://startup100.net/company/varaani-works,Varaani on tietoturvallisten ohjelmistojen toteutuksen ja suunnittelun asiantuntijatalo.,2010,Hardware & Devices,Akaa,http://www.varaani.com/,"{'twitter': 'https://www.twitter.com/varaaniworks/', 'facebook': 'https://www.facebook.com/varaaniworks', 'linkedin': 'http://www.linkedin.com/company/varaaniworks'}",,
Varjo,https://startup100.net/company/varjo,"Our vision is clear: We’re revolutionizing reality with hardware and software that let you seamlessly merge virtual, mixed and traditional reality – all with the clarity of the human eye.

Our mixed reality and virtual reality products are available worldwide: https://www.varjo.com/products

We are hiring: https://www.varjo.com/jobs/",2016,Hardware & Devices,Helsinki,http://www.varjo.com/,"{'twitter': 'https://twitter.com/varjodotcom', 'facebook': 'https://www.facebook.com/varjodotcom', 'linkedin': 'https://www.linkedin.com/company/varjo'}",2773901-6,https://www.finder.fi/search?what=2773901-6&type=company
Vau Company,https://startup100.net/company/vau-company,"VAU Company is all about Video Automation. We provide a unique toolset for creating video content automatically for Marketing Automation, Personalized Video Marketing, E-Commerce, and Digital Signage.",2015,SaaS/Business Software,Tampere,http://vau.company/,"{'twitter': 'https://twitter.com/VAUCompany', 'facebook': 'https://www.facebook.com/vaufonts', 'linkedin': 'https://www.linkedin.com/company/10169290', 'youtube': 'https://www.youtube.com/channel/UCcKU0kZ6BoFF5LlDOh3EMCg'}",2707316-2,https://www.finder.fi/search?what=2707316-2&type=company
vectorStyler,https://startup100.net/company/vectorstyler,Modern vector graphics and illustration software.,2018,SaaS/Business Software,Salo,http://www.vectorstyler.com,"{'twitter': 'https://www.twitter.com/VectorStyler/', 'facebook': 'https://www.facebook.com/VectorStyler-1877449215713786'}",2919266-7,https://www.finder.fi/search?what=2919266-7&type=company
Veil.ai,https://startup100.net/company/veilai,"Fully utilizing data for the benefit of patients has many challenges, the biggest of which are access to data and combining data from several sources. But how do you improve accessibility, quality, and utility of health data and still secure privacy?

VEIL.AI’s solution solves these challenges, converting sensitive and siloed health data into useful, actionable information that can be used to benefit patients in many ways.

We specialize in health data anonymization, synthetic data and pseudonymization services. Our unique (patented) technology helps healthcare stakeholders utilize sensitive data in ways that were not possible before.

Why do our customers and partners want to collaborate with us? We are a leading European company specializing in sensitive data anonymization and synthetic health data. We combine deep biomedical data expertise, unique AI-driven technology and privacy.

Here are some examples of how our unique AI-based solution can benefit patients, hospitals and pharma companies:

- Increases access to health data, offering higher data quality and utility while maintaining patient privacy
- Provides broader possibilities to create Real World Evidence (e.g. collecting and combining data from many sources / sites / countries)
- Meets the requirements for future Evidence Generation (RWE and Predictive Evidence) and increases Evidence Generation Efficiency
- Superior collection and anonymization of streaming data (wearables, medical devices, IoT)  enables development of new services
- Supports Decentralized Clinical Trial set-ups, shortening Clinical Trial lengths and costs
- Enables better interoperability to share data for many different purposes (e.g. hospitals)
- Enables development of AI algorithms for better treatments and patient care
- Enables new possibilities for Health Economics and Value-based Healthcare",,,,https://veil.ai/,{},3107134-6,https://www.finder.fi/search?what=3107134-6&type=company
Vektorio,https://startup100.net/company/vektorio-oy,"Vektorio Oy specializes in software technology for the construction industry. Our fully web-based solution makes it possible to view complex, massive combined models on top of map data in the browser, also in mobile. The view can include map data layers, inframodels, 3D models of the buildings, 2D drawings, and point cloud data to illustrate an actual situation in the field. The technology is so performant that even low-cost mobiles can be used, opening up the collaboration possibilities into a new scale.

3D BIM and map data visualization can be also embedded to custom applications. You can for example show the exact location of the faulty device in the building in zoomed view making it easy to find the correct item to maintain. Dynamic information, such as IoT data, can be easily linked to the BIM data enabling effective and easy to use applications.

Vektor Model Viewer is proven in large projects with complex combined models. Customers include Finnish Transport Infrastructure Agency, Finavia (Finnish airport operator), YIT, Sweco, and Ramboll to name a few.

Career opportunities: https://vektor.io/careers/

Read more: https://vektor.io",,,,https://vektor.io/,{},,
Vensum Power,https://startup100.net/company/vensum-power,"Revolutionizing power conversion. More power in same package, less energy waste and low maintenance.",2018,Energy Technology,Espoo,https://www.vensumpower.com/,{},2914250-4,https://www.finder.fi/search?what=2914250-4&type=company
Venuu,https://startup100.net/company/venuu,Löydä parhaat tapahtumatilat ja -palvelut. Helposti.,2013,"SaaS/AdTech, MarTech, E-commerce",Helsinki,http://www.venuu.fi,"{'twitter': 'https://www.twitter.com/venuufinland', 'facebook': 'https://www.facebook.com/venuu.fi', 'linkedin': 'http://www.linkedin.com/company/3511239'}",,
Verge Motorcycles Finland,https://startup100.net/company/verge-motorcycles-finland,,2021,Mobility & Vehicles,Espoo,https://www.vergemotorcycles.com/,{},3193816-5,https://www.finder.fi/search?what=3193816-5&type=company
Verkotan,https://startup100.net/company/verkotan-oy,"Tailored antenna and radio frequency exposure test solutions to evaluate your wireless product performance and enable fast access to the global markets. We are an accredited test laboratory.

Verkotan Inc. is a Finnish testing and consulting company focused on SAR and OTA testing. We serve customers globally and our headquarters are located in Oulu, Finland.

With an innovative attitude, skilled employees, and decades of knowledge accumulated from working in the wireless industry, we can offer you leading testing and certification services in chosen fields.

Whether your need is OTA, SAR, certifications (e.g. CE, FCC, or GCF), operator approvals, or wireless performance benchmarking - we will be happy to help you!",2014,Industrial Equipment,Oulu,https://verkotan.com/,"{'twitter': 'https://twitter.com/verkotan', 'facebook': 'https://www.facebook.com/Verkotan', 'linkedin': 'https://www.linkedin.com/company/9472420'}",,
Verso Food,https://startup100.net/company/verso-food,"Raisio’s purpose is to make food which is good for Health, Heart and Earth. Our growth drivers and focus areas are Benecol® and plant stanol ester solutions, plant based foods, branded oat products for consumers and oat as raw material for industry. Our strong brands include for example, Benecol®, Beanit®, Elovena®, Sunnuntai®, Torino® and Benella®. In our products the focus is on well-being, health, good taste and responsibility. Raisio's values − courage, fairness and drive − guide us towards our targets. 
www.raisio.com
Twitter: @RaisioPlc
rekrytointi (at) raisio.com
communications (at) raisio.com",2010,Other Consumer Technology,Raisio,http://www.versofood.fi/en/home,"{'twitter': 'https://twitter.com/raisioplc', 'facebook': 'https://www.facebook.com/beanitsuomi', 'linkedin': 'https://www.linkedin.com/company/versofoodoy', 'youtube': 'https://www.youtube.com/channel/UC8L89mnzSviLuzMTWhcK4jQ'}",,
Verspeak,https://startup100.net/company/verspeak,"ONLIVE LIVE INTERPRETATION
#RSI #app #translation #event #interpretation #itservice",2021,SaaS/Business Software,Helsinki,https://verspeak.com/,"{'twitter': 'https://www.twitter.com/VERSPEAKapp', 'facebook': 'https://www.facebook.com/verspeakapp'}",3212374-2,https://www.finder.fi/search?what=3212374-2&type=company
Vesitieto,https://startup100.net/company/vesitieto,Vesihuollon asiakastieto- ja laskutusjärjestelmä.,2017,SaaS/Business Software,Oulu,https://vesitieto.fi/?lang=en,"{'facebook': 'https://www.facebook.com/vesitieto', 'linkedin': 'https://www.linkedin.com/company/suomen-vesitieto-oy/'}",2808881-7,https://www.finder.fi/search?what=2808881-7&type=company
Vested,https://startup100.net/company/vested,,2023,Health & Medical Technology,Helsinki,https://vested.fi,{},3378948-2,https://www.finder.fi/search?what=3378948-2&type=company
Vexve valves,https://startup100.net/company/vexve-valves,"Inspired by your flow - We are the globally leading provider of valve solutions for the heating and cooling needs of cities and industry. 

We offer our customers a wide range of products and services developed for demanding applications in district energy. Our valve and control products together with hydraulic control solutions are used in district energy networks, power plants and the heating and cooling systems of all sizes of buildings.

Vexve is part of Vexve Armatury Group, which is the leading European provider of valve solutions for the energy sector and critical conditions. The group is owned by a long-term oriented active owner and development partner DevCo Partners Oy.",2008,Industrial Equipment,Sastamala,http://www.vexve.com,"{'twitter': 'https://twitter.com/Vexvevalves', 'facebook': 'https://www.facebook.com/VexveOy', 'linkedin': 'http://www.linkedin.com/company/vexve-oy'}",,
ViaEsca,https://startup100.net/company/viaesca,"Via Esca is a Finnish start-up operating in the field of health, food and wellness. Our mission is to increase wellbeing by helping people to change their eating habits better. 

ViaEsca is a training program which aims at changing eating habits permanently. It helps to find the permanent balance between the consumption of calories and eating healthy food easily and motivationally. Buy eating right one can reach a totally new energy level and feel good. 

During the 21-day journey one will learn new skills, experience new things and maybe loose weight while eating well. One will certainly learn new things about oneself and get new energy to everyday life.

Eating habits have a tremendous effect on health, even more so than exercise. The biggest single explanation for sickness absences is obesity. Permanent weight control is not reached without a balanced diet which Via Esca service offers. You will get 21 recipes and shopping lists for the menus, mobile application to follow your balance, activity bracelet to record your activity 24 hours a day and online support. In capital area we also deliver food bags with Via Esca recipe based ingredients.

You can start this journey by yourself, but also with your co-workers. In a group you can help each other to succeed. When you are motivated to change your eating habits and have a group support, you are bound to succeed. It is a question about your wellbeing at work and at home. For groups we do also goal setting, body composition measurement (before and after) and result feedback. Ask the executive responsible of wellbeing in your company to form a 5-10 person group and test how Via Esca works. Read more https://www.viaesca.com/pages/yrityksille or contact us info@viaesca.com.",,,,https://www.viaesca.com/,"{'twitter': 'https://www.twitter.com/ViaEsca', 'facebook': 'https://www.facebook.com/viaesca', 'linkedin': 'https://www.linkedin.com/company/15183331'}",2775211-4,https://www.finder.fi/search?what=2775211-4&type=company
